,Qualification,Experience,Rating,Place,Profile,Fees
524,MBBS,12,0,Bangalore,Unknown,100
525,MBBS,18,0,Bangalore,Unknown,250
526,"MD,MBBS",6,0,Hyderabad,Unknown,400
527,"MD,MDS",9,97,Hyderabad,Unknown,200
528,MBBS,27,0,Chennai,Unknown,300
529,MBBS,15,93,Bangalore,Unknown,600
530,"MBBS,DNB",7,0,Delhi,Unknown,500
531,"MD,BDS,MDS",8,100,Mumbai,Unknown,300
532,"MD,BDS,MDS",38,95,Delhi,Unknown,500
533,MBBS,43,93,Delhi,Unknown,300
534,MBBS,16,0,Hyderabad,Unknown,150
535,MBBS,24,0,Coimbatore,Unknown,250
536,MD,5,0,Mumbai,Unknown,500
537,"MBBS,DDV",37,80,Delhi,Unknown,700
538,"MD,BDS,MDS",11,99,Chennai,Unknown,100
539,MBBS,7,0,Hyderabad,Unknown,350
540,"MD,BHMS",6,0,Mumbai,Unknown,450
541,"MD,BDS,MDS",7,100,Chennai,Unknown,100
542,BDS,38,98,Hyderabad,Dentist,200
543,"MD,BAMS",22,0,Hyderabad,Unknown,300
544,"MBBS,DDVL,DDV",10,96,Delhi,Unknown,400
545,"MD,BDS,MDS",14,98,Hyderabad,Unknown,200
546,"MD,BAMS",32,100,Mumbai,Unknown,500
547,"MD,MBBS",5,0,Coimbatore,Unknown,150
548,"MBBS,DNB,DLO",25,98,Bangalore,Unknown,700
549,BAMS,11,96,Bangalore,Unknown,100
550,MBBS,19,0,Chennai,Unknown,100
551,BHMS,21,0,Chennai,Unknown,500
552,"MD,BDS,MDS",10,97,Ernakulam,Unknown,450
553,BAMS,8,0,Mumbai,Unknown,500
554,"MD,MBBS",15,95,Bangalore,Unknown,400
555,BDS,21,0,Coimbatore,Unknown,100
556,MBBS,39,0,Hyderabad,Unknown,350
557,"MD,MBBS",9,94,Hyderabad,Unknown,600
558,"MD,MBBS",33,0,Hyderabad,Unknown,800
559,"MD,BDS,MDS",12,92,Mumbai,Unknown,200
560,"MBBS,DNB",13,100,Delhi,Unknown,100
561,MBBS,39,0,Mumbai,Unknown,100
562,"MBBS,DLO",29,95,Ernakulam,Unknown,300
563,"MD,BAMS",43,0,Mumbai,Unknown,100
564,"MD,MBBS",8,0,Hyderabad,Unknown,300
565,"MD,MBBS",8,0,Delhi,Unknown,100
566,"MD,MBBS",10,0,Hyderabad,Unknown,400
567,BAMS,11,0,Delhi,Unknown,500
568,"MD,MBBS",9,99,Chennai,Unknown,500
569,BHMS,20,0,Chennai,Unknown,450
570,MBBS,11,0,Chennai,Unknown,150
571,"MD,BDS,MDS",8,100,Mumbai,Dentist,300
572,BHMS,13,0,Bangalore,Unknown,300
573,BHMS,26,93,Delhi,Unknown,250
574,"MD,MBBS,DNB",10,96,Mumbai,Unknown,600
575,BHMS,11,0,Delhi,Unknown,300
576,"MD,BDS,MDS",16,0,Hyderabad,Unknown,300
577,MBBS,43,0,Chennai,Unknown,200
578,BDS,19,0,Mumbai,Unknown,200
579,MBBS,30,92,Delhi,Unknown,800
580,MBBS,10,0,Delhi,Unknown,600
581,"MD,BDS,MDS",14,0,Coimbatore,Unknown,150
582,BDS,21,0,Thiruvananthapuram,Unknown,100
583,BHMS,14,0,Bangalore,Unknown,300
584,"MD,MBBS",23,0,Mumbai,Unknown,500
585,"MD,MBBS",22,73,Hyderabad,Unknown,250
586,"MD,BDS,MDS",17,0,Hyderabad,Unknown,100
587,BDS,10,94,Chennai,Unknown,300
588,MBBS,37,0,Mumbai,Unknown,800
589,MBBS,12,0,Bangalore,Unknown,400
590,MBBS,30,67,Delhi,Unknown,200
591,"MD,MBBS",26,100,Chennai,Unknown,500
592,"MD,BDS,MDS",12,98,Hyderabad,Unknown,100
593,"MD,BAMS",9,0,Bangalore,Unknown,200
594,"MD,BDS,MDS",16,100,Ernakulam,Unknown,100
595,"MBBS,DNB",7,0,Mumbai,Unknown,500
596,"MD,MBBS",7,0,Hyderabad,Unknown,500
597,"MD,MBBS",15,96,Bangalore,Unknown,400
598,MBBS,39,0,Chennai,Unknown,100
599,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
600,BAMS,7,0,Hyderabad,Unknown,300
601,"MD,MBBS",7,100,Bangalore,Unknown,400
602,BHMS,0,0,Delhi,Unknown,100
603,BDS,4,0,Ernakulam,Unknown,200
604,"BDS,PhD",8,96,Mumbai,Unknown,300
605,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
606,"MD,MBBS",30,0,Bangalore,Unknown,250
607,BAMS,5,0,Delhi,Unknown,250
608,MBBS,17,0,Hyderabad,Unknown,350
609,"MD,BDS,MDS",23,100,Hyderabad,Unknown,300
610,BDS,3,0,Coimbatore,Unknown,100
611,MBBS,34,0,Hyderabad,Unknown,100
612,BHMS,24,0,Delhi,Unknown,300
613,BAMS,4,0,Chennai,Unknown,200
614,"MBBS,DLO",45,0,Bangalore,Unknown,50
615,"MD,BDS,MDS",24,0,Mumbai,Dentist,500
616,"MD,MBBS",0,89,Mumbai,Unknown,700
617,"MD,BDS,MDS",19,98,Hyderabad,Unknown,200
618,"MBBS,DDVL,DDV",15,96,Bangalore,Unknown,350
619,BHMS,34,0,Delhi,Unknown,200
620,BHMS,30,0,Delhi,Unknown,500
621,"MBBS,DDV",20,0,Mumbai,Unknown,500
622,MBBS,12,0,Delhi,Unknown,500
623,"MBBS,DDVL,DDV",6,0,Hyderabad,Unknown,250
624,BDS,12,98,Hyderabad,Dentist,200
625,"MD,BDS,MDS",22,0,Chennai,Unknown,200
626,"MD,BDS,MDS",5,0,Chennai,Unknown,200
627,"MD,BHMS",10,97,Delhi,Unknown,500
628,"MBBS,DLO",19,99,Chennai,Unknown,500
629,BHMS,11,99,Hyderabad,Unknown,200
630,"MD,BDS,MDS",11,100,Chennai,Unknown,500
631,"MBBS,DNB",7,0,Coimbatore,Unknown,300
632,MBBS,29,77,Mumbai,Unknown,500
633,BDS,22,98,Delhi,Unknown,400
634,BAMS,6,0,Hyderabad,Unknown,250
635,MBBS,25,0,Chennai,Unknown,130
636,"MD,BDS,MDS",9,96,Hyderabad,Unknown,350
637,"MD,BAMS",40,96,Delhi,Unknown,100
638,"MD,BDS,MDS",5,0,Delhi,Unknown,200
639,"MD,MBBS",12,82,Delhi,Unknown,800
640,BAMS,0,0,Hyderabad,Unknown,100
641,"MBBS,DLO",5,0,Hyderabad,Unknown,300
642,BDS,21,0,Delhi,Dentist,500
643,BDS,19,100,Hyderabad,Unknown,200
644,"MD,MBBS",14,95,Delhi,Unknown,800
645,"MD,BAMS",35,95,Hyderabad,Unknown,500
646,"MD,BDS,MDS",16,0,Hyderabad,Unknown,200
647,"MBBS,DDV",13,0,Bangalore,Unknown,250
648,"MD,MBBS",27,100,Delhi,Unknown,500
649,MBBS,11,0,Chennai,Unknown,500
650,MBBS,9,98,Bangalore,Unknown,300
651,BAMS,9,98,Delhi,Unknown,500
652,"MD,BHMS",13,98,Mumbai,Unknown,750
653,"MD,MBBS",3,0,Delhi,Unknown,500
654,"MBBS,DNB,DLO",12,0,Chennai,Unknown,200
655,"MD,MBBS",14,97,Coimbatore,Unknown,250
656,MBBS,17,0,Coimbatore,Unknown,150
657,MBBS,36,0,Chennai,Unknown,500
658,"MD,MBBS",20,98,Bangalore,Unknown,700
659,BDS,2,0,Hyderabad,Unknown,200
660,MBBS,15,99,Chennai,Unknown,400
661,"MD,MBBS",6,96,Chennai,Unknown,300
662,BDS,5,100,Mumbai,Unknown,100
663,MS,46,0,Delhi,Unknown,300
664,BAMS,15,100,Delhi,Unknown,500
665,BDS,12,99,Chennai,Unknown,200
666,BAMS,4,0,Bangalore,Unknown,200
667,"MBBS,DDVL,DDV",11,91,Bangalore,Unknown,350
668,BDS,9,98,Mumbai,Unknown,200
669,BAMS,31,0,Hyderabad,Unknown,300
670,"MD,BDS,MDS",27,100,Delhi,Unknown,800
671,"MD,BAMS",23,98,Hyderabad,Unknown,300
672,"MD,MBBS",39,0,Mumbai,Unknown,100
673,BHMS,9,0,Coimbatore,Unknown,100
674,BHMS,19,97,Delhi,Unknown,250
675,BAMS,35,0,Mumbai,Unknown,200
676,"MD,BAMS,PhD",18,98,Bangalore,Unknown,300
677,"MD,BDS,MDS",18,98,Bangalore,Dentist,200
678,"MD,BDS,MDS",27,96,Mumbai,Dentist,800
679,"MD,BDS,MDS",18,100,Thiruvananthapuram,Unknown,100
680,"MBBS,DNB",32,100,Chennai,Unknown,250
681,MD,10,0,Bangalore,Unknown,300
682,BHMS,33,85,Delhi,Unknown,500
683,BHMS,9,97,Bangalore,Unknown,300
684,MBBS,32,0,Delhi,Unknown,200
685,BAMS,14,0,Hyderabad,Unknown,350
686,BDS,13,0,Coimbatore,Unknown,100
687,BAMS,12,0,Mumbai,Unknown,300
688,"MD,MBBS",24,0,Hyderabad,Unknown,500
689,MBBS,17,0,Mumbai,Unknown,100
690,"MD,MBBS",19,98,Delhi,Unknown,700
691,BHMS,3,0,Delhi,Unknown,300
692,"MD,MBBS",29,33,Delhi,Unknown,500
693,MBBS,5,0,Bangalore,Unknown,300
694,"MD,BDS,MDS",10,100,Chennai,Unknown,100
695,BHMS,7,0,Chennai,Unknown,200
696,"MBBS,DDVL,DDV",15,85,Bangalore,Unknown,400
697,"MD,MBBS",23,93,Delhi,Unknown,700
698,BDS,26,100,Thiruvananthapuram,Unknown,150
699,BAMS,7,0,Mumbai,Unknown,100
700,BDS,12,99,Chennai,Unknown,200
701,"MD,BDS,MDS",22,98,Mumbai,Unknown,300
702,BAMS,2,0,Mumbai,Unknown,400
703,MBBS,42,0,Hyderabad,Unknown,200
704,BDS,4,0,Mumbai,Unknown,300
705,"MBBS,DDVL,DDV",11,88,Bangalore,Unknown,400
706,MBBS,39,0,Chennai,Unknown,450
707,"MD,MBBS",18,97,Mumbai,Unknown,100
708,BAMS,20,0,Mumbai,Unknown,100
709,"MD,BDS,MDS",37,98,Delhi,Unknown,400
710,"MD,MBBS",25,80,Delhi,Unknown,100
711,MBBS,24,0,Chennai,Unknown,150
712,BDS,15,98,Bangalore,Unknown,250
713,"MD,BHMS",29,98,Mumbai,Unknown,100
714,"MD,MDS",16,0,Bangalore,Unknown,200
715,BAMS,13,98,Hyderabad,Unknown,200
716,MBBS,25,0,Hyderabad,Unknown,200
717,BDS,14,0,Coimbatore,Unknown,150
718,"MD,BAMS",15,100,Bangalore,Unknown,200
719,MBBS,21,0,Hyderabad,Unknown,150
720,BDS,7,99,Mumbai,Dentist,300
721,"MD,MBBS",10,89,Mumbai,Unknown,100
722,MBBS,14,88,Hyderabad,Unknown,300
723,BAMS,8,0,Delhi,Unknown,500
724,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
725,BDS,17,99,Chennai,Unknown,200
726,MBBS,30,0,Thiruvananthapuram,Unknown,500
727,"MD,MBBS",29,95,Hyderabad,Unknown,750
728,MBBS,21,0,Chennai,Unknown,100
729,"MD,MBBS",29,0,Bangalore,Unknown,750
730,"MD,BDS,MDS",9,100,Delhi,Unknown,300
731,"MBBS,DNB,DLO",23,55,Bangalore,Unknown,150
732,BDS,6,0,Delhi,Unknown,250
733,"MD,MBBS",37,95,Bangalore,Unknown,750
734,"MBBS,DLO",33,90,Bangalore,Unknown,300
735,BAMS,16,0,Mumbai,Unknown,50
736,"MD,BAMS",36,0,Hyderabad,Unknown,200
737,MBBS,14,88,Mumbai,Unknown,500
738,BDS,5,0,Delhi,Dentist,200
739,BAMS,14,0,Mumbai,Unknown,300
740,BHMS,13,0,Delhi,Unknown,300
741,MBBS,11,0,Delhi,Unknown,150
742,"MBBS,DLO",11,80,Mumbai,Unknown,400
743,BDS,5,100,Hyderabad,Unknown,300
744,"MD,BDS,MDS",14,99,Bangalore,Dentist,200
745,BDS,25,95,Delhi,Dentist,400
746,"MD,MBBS",19,0,Chennai,Unknown,80
747,BDS,20,96,Mumbai,Unknown,300
748,"MBBS,Diploma in Dermatology",9,91,Bangalore,Unknown,500
749,"MD,BDS,MDS",16,95,Coimbatore,Unknown,150
750,BHMS,23,0,Delhi,Unknown,400
751,"MBBS,DNB,DLO",15,0,Hyderabad,Unknown,200
752,BDS,6,91,Mumbai,Unknown,300
753,BHMS,13,98,Chennai,Unknown,200
754,"MBBS,DDV",10,97,Delhi,Unknown,400
755,"MBBS,DNB",24,96,Delhi,Unknown,600
756,"MD,BDS,MDS",17,98,Hyderabad,Unknown,200
757,"MD,BHMS",11,100,Delhi,Unknown,800
758,BHMS,5,100,Delhi,Unknown,500
759,BDS,10,96,Mumbai,Dentist,100
760,BHMS,6,0,Hyderabad,Unknown,300
761,BDS,42,93,Delhi,Unknown,200
762,"MD,MBBS",12,99,Delhi,Unknown,500
763,BHMS,24,97,Bangalore,Unknown,300
764,"MD,BDS,MDS",19,97,Delhi,Dentist,150
765,"MD,BAMS",17,0,Hyderabad,Unknown,300
766,"MD,BDS,MDS",24,97,Hyderabad,Unknown,100
767,"MD,DDV",10,94,Mumbai,Unknown,600
768,BHMS,4,0,Delhi,Unknown,200
769,"MBBS,DNB",34,0,Mumbai,Unknown,100
770,BHMS,9,0,Mumbai,Unknown,100
771,MBBS,20,0,Chennai,Unknown,800
772,BHMS,7,0,Bangalore,Unknown,250
773,"MBBS,DNB",22,0,Delhi,Unknown,400
774,"MD,BDS,MDS",20,97,Hyderabad,Dentist,200
775,MBBS,43,0,Chennai,Unknown,400
776,"MBBS,DNB",10,0,Bangalore,Unknown,630
777,BHMS,8,0,Delhi,Unknown,150
778,MBBS,43,0,Delhi,Unknown,100
779,LCEH,42,0,Mumbai,Unknown,100
780,BAMS,12,0,Bangalore,Unknown,250
781,"MD,BAMS",24,100,Delhi,Unknown,500
782,"MBBS,DLO",19,0,Delhi,Unknown,600
783,BHMS,4,0,Bangalore,Unknown,499
784,BAMS,20,0,Mumbai,Unknown,100
785,"MD,BHMS",21,94,Delhi,Unknown,300
786,"MD,MBBS",31,71,Delhi,Unknown,500
787,MBBS,40,71,Mumbai,Unknown,260
788,"MD,MBBS",39,91,Chennai,Unknown,300
789,MD,7,0,Delhi,Unknown,300
790,BHMS,12,0,Chennai,Unknown,450
791,BDS,11,97,Delhi,Unknown,100
792,"MD,MBBS",33,96,Bangalore,Unknown,500
793,MBBS,29,0,Bangalore,Unknown,250
794,BHMS,6,0,Hyderabad,Unknown,300
795,BHMS,19,0,Mumbai,Unknown,100
796,"MD,MBBS",7,0,Hyderabad,Unknown,100
797,"MD,MBBS",12,97,Bangalore,Unknown,600
798,"MD,MBBS",21,0,Chennai,Unknown,150
799,MBBS,19,0,Bangalore,Unknown,100
800,"MBBS,DDV",22,0,Bangalore,Unknown,500
801,"MD,BDS,MDS",18,99,Bangalore,Unknown,300
802,"MBBS,DLO",17,93,Hyderabad,Unknown,300
803,"MD,MBBS",18,0,Chennai,Unknown,300
804,BHMS,18,93,Bangalore,Unknown,500
805,"MD,MBBS",13,84,Delhi,Unknown,500
806,BDS,9,100,Mumbai,Unknown,300
807,"MD,BDS,MDS",15,98,Mumbai,Unknown,300
808,BAMS,6,0,Mumbai,Unknown,400
809,MBBS,31,79,Hyderabad,Unknown,200
810,MBBS,18,92,Hyderabad,Unknown,200
811,BHMS,9,0,Hyderabad,Unknown,200
812,"MD,BHMS",7,100,Delhi,Unknown,250
813,"MD,MBBS",28,0,Hyderabad,Unknown,400
814,"MD,MBBS",41,74,Bangalore,Unknown,150
815,MBBS,27,0,Ernakulam,Unknown,70
816,MD,42,0,Hyderabad,Unknown,500
817,BDS,3,0,Bangalore,Dentist,100
818,"MD,BDS,MDS",12,99,Hyderabad,Dentist,200
819,"MBBS,DNB",10,99,Mumbai,Unknown,700
820,MBBS,45,0,Mumbai,Unknown,100
821,MBBS,16,0,Mumbai,Unknown,200
822,BAMS,11,0,Bangalore,Unknown,150
823,BHMS,5,0,Bangalore,Unknown,600
824,BHMS,4,0,Bangalore,Unknown,600
825,MD,15,98,Bangalore,Unknown,200
826,BDS,20,97,Delhi,Unknown,200
827,BDS,20,98,Mumbai,Unknown,300
828,DLO,11,0,Chennai,Unknown,400
829,"MD,BDS,MDS",27,97,Ernakulam,Unknown,200
830,BDS,18,97,Hyderabad,Unknown,200
831,"MD,MBBS",34,0,Hyderabad,Unknown,300
832,"MD,BDS,MDS",7,100,Hyderabad,Dentist,350
833,"MD,MBBS",28,89,Bangalore,Unknown,650
834,"MD,BDS,MDS",19,91,Coimbatore,Unknown,150
835,"MBBS,Diploma in Dermatology",23,84,Chennai,Unknown,250
836,"MD,MBBS",23,99,Hyderabad,Unknown,750
837,"MD,BDS,MDS",25,98,Delhi,Unknown,500
838,BAMS,8,0,Bangalore,Unknown,200
839,"MD,MBBS",14,0,Hyderabad,Unknown,200
840,MBBS,40,0,Delhi,Unknown,100
841,MBBS,7,93,Delhi,Unknown,300
842,MBBS,35,0,Mumbai,Unknown,100
843,BAMS,8,100,Bangalore,Unknown,350
844,"MD,MBBS",10,100,Mumbai,Unknown,800
845,"MD,MDS",8,0,Chennai,Unknown,100
846,BAMS,19,0,Hyderabad,Unknown,100
847,"MBBS,DDV",38,0,Delhi,Unknown,400
848,"MBBS,DNB",14,98,Delhi,Unknown,400
849,BAMS,15,0,Mumbai,Unknown,100
850,"MBBS,DDVL,DDV",7,79,Bangalore,Unknown,400
851,BAMS,15,0,Hyderabad,Unknown,300
852,"MD,BHMS",37,100,Mumbai,Unknown,100
853,MBBS,23,83,Bangalore,Unknown,300
854,"MBBS,DNB",17,100,Delhi,Unknown,300
855,"MBBS,DLO",32,95,Chennai,Unknown,350
856,"MD,BHMS",11,0,Chennai,Unknown,200
857,MBBS,12,0,Bangalore,Unknown,400
858,BAMS,9,0,Mumbai,Unknown,100
859,MBBS,20,0,Hyderabad,Unknown,450
860,BHMS,10,0,Chennai,Unknown,500
861,"MD,MBBS",16,83,Bangalore,Unknown,200
862,BDS,4,0,Delhi,Unknown,250
863,MBBS,22,93,Bangalore,Unknown,400
864,"MD,BDS,MDS",22,97,Delhi,Unknown,500
865,"MD,BDS,MDS",3,0,Delhi,Unknown,250
866,MBBS,28,0,Hyderabad,Unknown,100
867,BDS,5,0,Coimbatore,Unknown,100
868,"MBBS,DLO",34,0,Chennai,Unknown,400
869,MBBS,0,0,Delhi,Unknown,200
870,"MD,BDS,MDS",22,95,Delhi,Unknown,800
871,MBBS,21,0,Delhi,Unknown,800
872,MBBS,8,0,Delhi,Unknown,400
873,MBBS,38,91,Delhi,Unknown,700
874,"MD,BDS,MDS",9,100,Hyderabad,Dentist,300
875,BHMS,11,0,Delhi,Unknown,300
876,"MD,MBBS",12,98,Delhi,Unknown,100
877,"MBBS,DNB",17,0,Chennai,Unknown,500
878,BHMS,12,0,Delhi,Unknown,100
879,"MD,BHMS",23,0,Mumbai,Unknown,500
880,BHMS,8,0,Bangalore,Unknown,500
881,"MD,MBBS,DNB",15,100,Mumbai,Unknown,600
882,MBBS,16,0,Chennai,Unknown,100
883,"MD,MBBS,DDVL,DDV",13,0,Delhi,Unknown,300
884,"MD,MBBS",3,0,Bangalore,Unknown,500
885,MBBS,14,100,Bangalore,Unknown,300
886,BDS,14,0,Delhi,Unknown,250
887,BDS,7,0,Delhi,Unknown,250
888,"MD,MBBS",15,96,Chennai,Unknown,300
889,"MBBS,DNB",21,0,Mumbai,Unknown,100
890,"MD,BDS,MDS",19,97,Bangalore,Unknown,500
891,"MD,MBBS",7,0,Delhi,Unknown,100
892,BHMS,10,0,Bangalore,Unknown,350
893,BHMS,20,0,Delhi,Unknown,400
894,"MD,BDS,MDS",11,0,Thiruvananthapuram,Unknown,200
895,"MD,MBBS",19,80,Mumbai,Unknown,500
896,"MD,BDS,MDS",5,0,Hyderabad,Unknown,500
897,MBBS,43,0,Hyderabad,Unknown,250
898,BHMS,3,0,Bangalore,Unknown,300
899,"MD,BDS,MDS",7,0,Hyderabad,Dentist,250
900,MBBS,51,0,Coimbatore,Unknown,300
901,"MD,MBBS",13,0,Thiruvananthapuram,Unknown,200
902,LCEH,28,0,Chennai,Unknown,400
903,BDS,19,0,Coimbatore,Unknown,100
904,MBBS,10,99,Mumbai,Unknown,100
905,MBBS,12,91,Hyderabad,Unknown,300
906,BAMS,29,0,Delhi,Unknown,200
907,"MD,MBBS",8,0,Delhi,Unknown,500
908,BAMS,14,0,Mumbai,Unknown,400
909,"MD,MBBS,DDV",11,0,Mumbai,Unknown,700
910,MS,31,45,Mumbai,Unknown,500
911,MBBS,36,99,Delhi,Unknown,500
912,"MBBS,DDV",20,97,Delhi,Unknown,100
913,"MD,MBBS",14,100,Bangalore,Unknown,750
914,"MD,BDS,MDS",4,0,Delhi,Unknown,250
915,"MBBS,DDVL,DDV",8,0,Hyderabad,Unknown,300
916,BHMS,13,0,Mumbai,Unknown,150
917,MBBS,11,77,Mumbai,Unknown,400
918,"MBBS,DDV",29,0,Bangalore,Unknown,250
919,MBBS,28,0,Delhi,Unknown,100
920,"MD,MBBS",14,96,Delhi,Unknown,800
921,"MD,BDS",11,100,Coimbatore,Unknown,100
922,BAMS,8,92,Mumbai,Unknown,500
923,"MD,BHMS",28,0,Bangalore,Unknown,100
924,BAMS,4,0,Hyderabad,Unknown,300
925,"MD,MBBS",11,0,Delhi,Unknown,500
926,"MD,BDS,MDS",7,0,Hyderabad,Unknown,200
927,"MD,BDS,MDS",5,0,Chennai,Unknown,100
928,"MD,BAMS",23,97,Chennai,Unknown,500
929,"MD,BDS,MDS",12,96,Chennai,Unknown,300
930,"MBBS,DDV",5,100,Mumbai,Unknown,100
931,"MD,BHMS",8,0,Delhi,Unknown,200
932,"MD,BDS,MDS",13,98,Chennai,Unknown,100
933,"MD,BDS,MDS",20,94,Hyderabad,Unknown,200
934,"MD,MBBS",7,96,Chennai,Unknown,200
935,"MD,BDS,MDS",9,98,Bangalore,Dentist,200
936,"MD,BDS,MDS",7,100,Bangalore,Unknown,300
937,MBBS,37,0,Delhi,Unknown,100
938,"MD,BDS,MDS",15,96,Chennai,Unknown,100
939,"MD,MBBS",5,100,Bangalore,Unknown,300
940,BDS,10,0,Ernakulam,Unknown,200
941,"MBBS,DNB,Diploma in Dermatology",26,0,Chennai,Unknown,400
942,"MD,BDS,MDS",7,100,Delhi,Unknown,300
943,BAMS,9,0,Bangalore,Unknown,150
944,BAMS,0,0,Chennai,Unknown,200
945,"MD,BHMS",24,0,Delhi,Unknown,100
946,MBBS,44,94,Bangalore,Unknown,500
947,"MD,BDS,MDS",10,100,Mumbai,Unknown,300
948,MBBS,20,0,Mumbai,Unknown,600
949,"MD,BAMS",16,0,Hyderabad,Unknown,300
950,BHMS,6,0,Mumbai,Unknown,500
951,MBBS,8,0,Hyderabad,Unknown,250
952,BDS,19,0,Hyderabad,Unknown,200
953,MBBS,33,0,Chennai,Unknown,200
954,"MD,BDS,MDS",9,97,Coimbatore,Unknown,100
955,"MD,BDS,MDS",22,100,Chennai,Dentist,300
956,MBBS,27,0,Mumbai,Unknown,400
957,"MD,MBBS",8,96,Mumbai,Unknown,700
958,"MD,MBBS",16,94,Delhi,Unknown,100
959,MBBS,11,90,Bangalore,Unknown,500
960,"MBBS,DNB",17,90,Bangalore,Unknown,500
961,BAMS,7,0,Mumbai,Unknown,100
962,"MD,MBBS",37,0,Mumbai,Unknown,100
963,BDS,4,100,Chennai,Unknown,200
964,BHMS,9,0,Chennai,Unknown,200
965,MD,6,0,Delhi,Unknown,300
966,"MD,MBBS",3,0,Bangalore,Unknown,500
967,"MD,MBBS",12,77,Hyderabad,Unknown,400
968,MBBS,29,0,Bangalore,Unknown,200
969,"MD,MBBS",8,88,Bangalore,Unknown,500
970,"MD,MBBS,DDV",22,92,Mumbai,Unknown,100
971,"MD,BDS,MDS",11,98,Chennai,Unknown,100
972,MBBS,0,100,Mumbai,Unknown,100
973,"MBBS,DLO",28,0,Mumbai,Unknown,600
974,BHMS,0,0,Delhi,Unknown,200
975,"MD,MBBS",22,0,Mumbai,Unknown,100
976,BDS,15,99,Mumbai,Dentist,200
977,BDS,6,97,Hyderabad,Unknown,200
978,"MD,MBBS",7,63,Bangalore,Unknown,550
979,"BDS,PhD",13,93,Ernakulam,Unknown,100
980,BHMS,17,0,Hyderabad,Unknown,450
981,"MBBS,DDV",16,95,Delhi,Unknown,500
982,"MBBS,DLO",43,90,Bangalore,Unknown,300
983,"MBBS,DDV",19,94,Delhi,Unknown,600
984,BAMS,19,100,Delhi,Unknown,200
985,"MD,BDS,MDS",20,92,Chennai,Unknown,100
986,"MBBS,DNB",25,93,Delhi,Unknown,900
987,BDS,7,0,Mumbai,Unknown,100
988,"MD,BHMS",16,0,Delhi,Unknown,500
989,"MD,MBBS",17,72,Hyderabad,Unknown,250
990,"MD,BDS,MDS",42,0,Coimbatore,Unknown,200
991,MS,21,100,Mumbai,Unknown,100
992,"MD,BDS,MDS",17,95,Bangalore,Unknown,500
993,"MD,BAMS",7,0,Hyderabad,Unknown,300
994,MBBS,49,0,Thiruvananthapuram,Unknown,300
995,BHMS,2,0,Mumbai,Unknown,100
996,BHMS,22,0,Delhi,Unknown,500
997,"MD,MBBS",27,74,Bangalore,Unknown,750
998,MBBS,39,0,Chennai,Unknown,150
999,BAMS,20,0,Mumbai,Unknown,250
1000,BDS,6,0,Bangalore,Unknown,100
1001,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
1002,"MD,BAMS",15,0,Hyderabad,Unknown,500
1003,"MBBS,DLO",39,0,Bangalore,Unknown,100
1004,BHMS,17,0,Mumbai,Unknown,400
1005,BHMS,12,0,Mumbai,Unknown,50
1006,"MBBS,DDVL,DDV",7,100,Hyderabad,Unknown,300
1007,BHMS,22,0,Chennai,Unknown,200
1008,MBBS,52,0,Mumbai,Unknown,250
1009,"MBBS,DLO",41,88,Delhi,Unknown,100
1010,"MD,BDS,MDS",39,99,Chennai,Unknown,300
1011,BHMS,7,100,Hyderabad,Unknown,200
1012,MD,31,0,Mumbai,Unknown,600
1013,MS,16,100,Bangalore,Unknown,800
1014,MBBS,14,0,Bangalore,Unknown,50
1015,"MD,MBBS",9,79,Hyderabad,Unknown,500
1016,"MBBS,DNB",16,86,Delhi,Unknown,100
1017,"MD,MBBS",16,60,Hyderabad,Unknown,350
1018,"MBBS,DDVL,DDV",8,97,Bangalore,Unknown,500
1019,MBBS,27,0,Chennai,Unknown,200
1020,BHMS,12,0,Ernakulam,Unknown,500
1021,"MBBS,DNB,DLO",19,93,Bangalore,Unknown,400
1022,"MD,MBBS",22,0,Delhi,Unknown,600
1023,BHMS,3,0,Mumbai,Unknown,100
1024,"MD,BDS,MDS",24,0,Coimbatore,Unknown,100
1025,BAMS,8,0,Delhi,Unknown,100
1026,"MBBS,DDV,DNB",12,100,Mumbai,Unknown,800
1027,"BAMS,PhD",15,100,Bangalore,Unknown,350
1028,MBBS,15,0,Bangalore,Unknown,550
1029,DLO,4,0,Mumbai,Unknown,400
1030,"MBBS,DDV",31,0,Delhi,Unknown,400
1031,BAMS,14,0,Hyderabad,Unknown,100
1032,"MD,BAMS",7,0,Mumbai,Unknown,300
1033,"MBBS,DNB",13,0,Delhi,Unknown,600
1034,"BDS,PhD",11,0,Hyderabad,Unknown,100
1035,"MD,MBBS,DDV",10,97,Mumbai,Unknown,700
1036,BDS,9,98,Bangalore,Unknown,300
1037,BDS,24,0,Mumbai,Unknown,100
1038,MS,34,0,Delhi,Unknown,100
1039,"MD,MBBS",13,94,Hyderabad,Unknown,300
1040,"MD,BDS,MDS",11,96,Mumbai,Dentist,100
1041,MBBS,35,0,Hyderabad,Unknown,600
1042,BDS,5,94,Bangalore,Dentist,200
1043,BDS,2,0,Ernakulam,Unknown,200
1044,"MD,BDS,MDS",9,0,Mumbai,Unknown,100
1045,BHMS,23,0,Delhi,Unknown,300
